"Player","Team","Season","Position","Base Salary","Guaranteed Compensation","Date"
"Víctor Bernárdez","SJE","2016","D","210000","251600","2016-05-15"
"Collen Warner","MIN","2018","M","251004","251004","2018-05-01"
"Collen Warner","MIN","2018","M","251004","251004","2018-09-15"
"Jeff Larentowicz","CHI","2014","D","245000","251000","2014-04-01"
"Jeff Larentowicz","CHI","2014","D","245000","251000","2014-09-15"
"Johan Blomberg","COL","2019","M","250962","250962","2019-06-01"
"Johan Blomberg","COL","2019","M","250962","250962","2019-09-13"
"Patrick Nyarko","DCU","2017","F","235000","250750","2017-04-15"
"Patrick Nyarko","DCU","2017","F","235000","250750","2017-09-15"
"Sean Johnson","NYC","2018","GK","250008","250008","2018-05-01"
"Franco Escobar","ATL","2018","D","250008","250008","2018-05-01"
"Sean Johnson","NYC","2018","GK","250008","250008","2018-09-15"
"Hernán Bernardello","MTL","2013","M","250008","250008","2013-08-01"
"Hernán Bernardello","MTL","2013","M","250008","250008","2013-09-15"
"Franco Escobar","ATL","2018","D","250008","250008","2018-09-15"
"Hernán Bernardello","MTL","2014","M","250008","250008","2014-04-01"
"Drew Moor","TOR","2016","D","235000","250000","2016-09-15"
"Mike Magee","LAG","2016","M","250000","250000","2016-09-15"
"Teal Bunbury","NER","2016","F","205000","250000","2016-09-15"
"Ethan Finlay","CLB","2016","M","250000","250000","2016-09-15"
"Matías Pérez García","ORL","2016","F","250000","250000","2016-09-15"
"Maximiliano Urruti","FCD","2016","F","250000","250000","2016-09-15"
"Víctor Cabrera","MTL","2016","D","250000","250000","2016-09-15"
"Lloyd Sam","DCU","2017","M","240000","250000","2017-04-15"
"Lloyd Sam","DCU","2017","M","240000","250000","2017-09-15"
"Maynor Figueroa","FCD","2018","D","240000","250000","2018-05-01"
"Maynor Figueroa","FCD","2018","D","240000","250000","2018-09-15"
"Edgar Castillo","NER","2019","D","250000","250000","2019-06-01"
"Shea Salinas","SJE","2019","D","250000","250000","2019-06-01"
"Krisztián Németh","SKC","2015","F","250000","250000","2015-07-15"
"Soni Mustivar","SKC","2015","M","250000","250000","2015-07-15"
"Krisztián Németh","SKC","2015","F","250000","250000","2015-09-15"
"Soni Mustivar","SKC","2015","M","250000","250000","2015-09-15"
"Drew Moor","TOR","2016","D","235000","250000","2016-05-15"
"Mike Magee","LAG","2016","F","250000","250000","2016-05-15"
"Teal Bunbury","NER","2016","F","205000","250000","2016-05-15"
"Ethan Finlay","CLB","2016","M","250000","250000","2016-05-15"
"Matías Pérez García","SJE","2016","M","250000","250000","2016-05-15"
"Maximiliano Urruti","FCD","2016","F","250000","250000","2016-05-15"
"Víctor Cabrera","MTL","2016","D","250000","250000","2016-05-15"
"Ronaldo Peña","HOU","2019","F","250000","250000","2019-06-01"
"Benoit Cheyrou","TOR","2015","M","249999.96","249999.96","2015-07-15"
"Edgar Castillo","NER","2019","D","249999.96","249999.96","2019-09-13"
"Shea Salinas","SJE","2019","M","249999.96","249999.96","2019-09-13"
"Ronaldo Peña","HOU","2019","F","249999.96","249999.96","2019-09-13"
"Patrick Mullins","DCU","2018","F","249996","249996","2018-05-01"
"Patrick Mullins","CLB","2018","F","249996","249996","2018-09-15"
"Patrick Nyarko","CHI","2013","F","230000","249500","2013-08-01"
"Patrick Nyarko","CHI","2013","F","230000","249500","2013-09-15"
"Patrick Nyarko","CHI","2013","F","230000","249500","2013-05-01"
"Darwin Cerén","SJE","2017","M","200000","249375","2017-04-15"
"Darwin Cerén","SJE","2017","M","200000","249375","2017-09-15"
"Chris Rolfe","CHI","2013","F","225000","248333.33","2013-08-01"
"Sean Franklin","LAG","2013","D","225000","248333.33","2013-08-01"
"Chris Rolfe","CHI","2013","F","225000","248333.33","2013-09-15"
"Sean Franklin","LAG","2013","D","225000","248333.33","2013-09-15"
"Chris Rolfe","CHI","2013","F","225000","248333.33","2013-05-01"
"Sean Franklin","LAG","2013","D","225000","248333.33","2013-05-01"
"John Alvbage","MIN","2017","GK","229998","247748","2017-04-15"
"Boniek García","HOU","2016","M","225000","247500","2016-09-15"
"Boniek García","HOU","2017","M","225000","247500","2017-04-15"
"Russell Canouse","DCU","2018","M","247500","247500","2018-05-01"
"Camilo Sanvezzo","VAN","2013","F","210000","247500","2013-08-01"
"Camilo Sanvezzo","VAN","2013","F","210000","247500","2013-09-15"
"Russell Canouse","DCU","2018","M","247500","247500","2018-09-15"
"Jay DeMerit","VAN","2014","D","184000","247500","2014-04-01"
"Raúl Fernández","FCD","2014","GK","160000","247500","2014-04-01"
"Raúl Fernández","FCD","2014","GK","160000","247500","2014-09-15"
"Boniek García","HOU","2016","M","225000","247500","2016-05-15"
"Boniek García","HOU","2017","M","225000","247500","2017-09-15"
"Camilo Sanvezzo","VAN","2013","F","210000","247500","2013-05-01"
"Russell Canouse","DCU","2019","M","247500","247500","2019-06-01"
"Russell Canouse","DCU","2019","M","247500","247500","2019-09-13"
"Drew Moor","COL","2013","D","235000","247000","2013-08-01"
"Drew Moor","COL","2013","D","235000","247000","2013-09-15"
"Drew Moor","COL","2014","D","235000","247000","2014-04-01"
"Drew Moor","COL","2014","D","235000","247000","2014-09-15"
"Drew Moor","COL","2013","D","235000","247000","2013-05-01"
"Troy Perkins","MTL","2013","GK","225000","246833.33","2013-08-01"
"Troy Perkins","MTL","2013","GK","225000","246833.33","2013-09-15"
"Justen Glad","RSL","2017","D","225000","246700","2017-04-15"
"Justen Glad","RSL","2017","D","225000","246700","2017-09-15"
"Hassoun Camara","MTL","2015","D","235000","246625","2015-07-15"
"Hassoun Camara","MTL","2015","D","235000","246625","2015-09-15"
"Robbie Findley","RSL","2014","F","215000","245500","2014-04-01"
"Robbie Findley","RSL","2014","F","215000","245500","2014-09-15"
"Pa Modou Kah","POR","2014","D","240000","245000","2014-04-01"
"Pa Modou Kah","POR","2014","D","240000","245000","2014-09-15"
"Nat Borchers","POR","2015","D","235000","245000","2015-07-15"
"Nat Borchers","POR","2015","D","235000","245000","2015-09-15"
"Adailton","CHI","2015","D","200000","244500","2015-07-15"
"Adailton","CHI","2015","D","200000","244500","2015-09-15"
"Vytautas Andriuskevicius","POR","2017","D","222500","244375","2017-04-15"
"Vytautas Andriuskevicius","POR","2017","D","222500","244375","2017-09-15"
"Artur","CLB","2018","M","210000","244166.67","2018-09-15"
"Steven Beitashour","TOR","2016","D","230000","244000","2016-09-15"
"Steven Beitashour","TOR","2016","D","230000","244000","2016-05-15"
"Diego Chara","POR","2013","M","200004","243754","2013-08-01"
"Diego Chara","POR","2013","M","200004","243754","2013-09-15"
"Diego Chara","POR","2013","M","200004","243754","2013-05-01"
"Will Johnson","POR","2013","F","243750","243750","2013-08-01"
"Will Johnson","POR","2013","F","243750","243750","2013-09-15"
"Giancarlo González","CLB","2014","D","176000","243750","2014-04-01"
"Will Johnson","POR","2013","F","243750","243750","2013-05-01"
"Sebastian Lletget","LAG","2017","M","230000","242666.67","2017-04-15"
"Sebastian Lletget","LAG","2017","M","230000","242666.67","2017-09-15"
"Rolf Feltscher","LAG","2019","D","218000.04","242650.04","2019-09-13"
"Rolf Feltscher","LAG","2019","D","218000","242650","2019-06-01"
"Brooks Lennon","RSL","2019","D","230004","242587.33","2019-09-13"
"Brooks Lennon","RSL","2019","D","230004","242587","2019-06-01"
"Nicolai Næss","CLB","2017","D","235000","242500","2017-04-15"
"Philippe Senderos","HOU","2017","D","225000","242500","2017-09-15"
"Philippe Senderos","HOU","2018","D","225000","242500","2018-05-01"
"Philippe Senderos","HOU","2018","D","225000","242500","2018-09-15"
"Dax McCarty","NYRB","2014","M","200000","242500","2014-04-01"
"Dax McCarty","NYRB","2014","M","200000","242500","2014-09-15"
"Michael Boxall","MIN","2017","D","225000","242333.33","2017-09-15"
"Aníbal Godoy","SJE","2016","M","216000","242250","2016-09-15"
"Aníbal Godoy","SJE","2016","M","216000","242250","2016-05-15"
"Andy O'Brien","VAN","2013","D","200000","242250","2013-05-01"
"Andrew Wenger","PHI","2014","D","140000","242000","2014-04-01"
"Andrew Wenger","PHI","2014","D","140000","242000","2014-09-15"
"Jukka Raitala","MTL","2018","D","205004","241670.67","2018-05-01"
"Jukka Raitala","MTL","2018","D","205004","241670.67","2018-09-15"
"Alvas Powell","POR","2018","D","225000","241625","2018-05-01"
"Alvas Powell","POR","2018","D","225000","241625","2018-09-15"
"Víctor Bernárdez","SJE","2015","D","200000","241600","2015-07-15"
"Víctor Bernárdez","SJE","2015","D","200000","241600","2015-09-15"
"Giles Barnes","HOU","2014","M","230000","241158.33","2014-04-01"
"Giles Barnes","HOU","2014","M","230000","241158.33","2014-09-15"
"Kelyn Rowe","NER","2016","M","160000","241000","2016-09-15"
"Gershon Koffie","VAN","2015","M","230000","241000","2015-07-15"
"Gershon Koffie","VAN","2015","M","230000","241000","2015-09-15"
"Kelyn Rowe","NER","2016","M","160000","241000","2016-05-15"
"João Pedro","LAG","2018","M","219996","240996","2018-05-01"
"João Pedro","LAG","2018","M","219996","240996","2018-09-15"
"Tony Beltran","RSL","2018","D","230000","240950","2018-05-01"
"Tony Beltran","RSL","2018","D","230000","240950","2018-09-15"
"Lloyd Sam","DCU","2016","M","230000","240000","2016-09-15"
"Kellyn Acosta","FCD","2016","M","220000","240000","2016-09-15"
"Scott Sutter","ORL","2017","D","240000","240000","2017-04-15"
"Scott Sutter","ORL","2017","D","240000","240000","2017-09-15"
"Cristian Lobato","SKC","2018","M","240000","240000","2018-05-01"
"José Aja","VAN","2018","D","240000","240000","2018-05-01"
"Cristian Lobato","SKC","2018","M","240000","240000","2018-09-15"
"José Aja","VAN","2018","D","240000","240000","2018-09-15"
"Jean-Baptiste Pierazzi","SJE","2014","M","240000","240000","2014-04-01"
"Jean-Baptiste Pierazzi","SJE","2014","M","240000","240000","2014-09-15"
"Raïs M'bolhi","PHI","2014","GK","240000","240000","2014-09-15"
"Lloyd Sam","NYRB","2015","F","230000","240000","2015-07-15"
"Teal Bunbury","NER","2015","F","195000","240000","2015-07-15"
"Matías Pérez García","SJE","2015","M","240000","240000","2015-07-15"
"Lloyd Sam","NYRB","2015","F","230000","240000","2015-09-15"
"Teal Bunbury","NER","2015","F","195000","240000","2015-09-15"
"Matías Pérez García","SJE","2015","M","240000","240000","2015-09-15"
"Lloyd Sam","NYRB","2016","M","230000","240000","2016-05-15"
"Kellyn Acosta","FCD","2016","M","220000","240000","2016-05-15"
"Luis Martins","SKC","2019","D","240000","240000","2019-09-13"
"David Guzmán","POR","2018","M","219999.96","239999.96","2018-05-01"
"David Guzmán","POR","2018","M","219999.96","239999.96","2018-09-15"
"Johan Blomberg","COL","2018","M","239808","239808","2018-05-01"
"Johan Blomberg","COL","2018","M","239808","239808","2018-09-15"
"Justin Mapp","SKC","2016","M","224070","239070","2016-09-15"
"Justin Mapp","SKC","2016","M","224070","239070","2016-05-15"
"Omar Cummings","HOU","2013","F","225000","239000","2013-08-01"
"Omar Cummings","HOU","2013","F","225000","239000","2013-09-15"
"Omar Cummings","HOU","2013","F","225000","239000","2013-05-01"
"Daigo Kobayashi","VAN","2013","M","225000","238833.33","2013-08-01"
"Daigo Kobayashi","VAN","2013","M","225000","238833.33","2013-09-15"
"Daigo Kobayashi","VAN","2013","M","225000","238833.33","2013-05-01"
"Steve Clark","CLB","2016","GK","220000","238333.33","2016-09-15"
"Steve Clark","CLB","2016","GK","220000","238333.33","2016-05-15"
"Jordan Allen","RSL","2019","M","238000","238000","2019-06-01"
"Jeremy Ebobisse","POR","2019","F","175000","238000","2019-06-01"
"Jordan Allen","RSL","2019","M","237999.96","237999.96","2019-09-13"
"Jeremy Ebobisse","POR","2019","F","174999.96","237999.96","2019-09-13"
"Cristián Maidana","HOU","2016","M","223850","237600","2016-09-15"
"Cristián Maidana","HOU","2016","M","223850","237600","2016-05-15"
"Brooks Lennon","RSL","2018","F","225000","237583.33","2018-05-01"
"Brooks Lennon","RSL","2018","F","225000","237583.33","2018-09-15"
"Jordan Morris","SEA","2017","F","225000","237500","2017-04-15"
"Johan Venegas","MIN","2018","M","225000","237500","2018-05-01"
"Raúl Fernández","FCD","2013","GK","150000","237500","2013-08-01"
"Raúl Fernández","FCD","2013","GK","150000","237500","2013-09-15"
"Johan Venegas","MIN","2018","M","225000","237500","2018-09-15"
"Jordan Morris","SEA","2017","F","225000","237500","2017-09-15"
"Raúl Fernández","FCD","2013","GK","150000","237500","2013-05-01"
"Nigel Reo-Coker","VAN","2013","D","200000","237362.5","2013-08-01"
"Nigel Reo-Coker","VAN","2013","D","200000","237362.5","2013-09-15"
"Nigel Reo-Coker","VAN","2013","D","200000","237362.5","2013-05-01"
"Nat Borchers","RSL","2014","D","225000","236968.75","2014-04-01"
"Nat Borchers","RSL","2014","D","225000","236968.75","2014-09-15"
"Troy Perkins","MTL","2013","GK","225000","236833.33","2013-05-01"
"Adolfo Machado","HOU","2018","D","220008","236508","2018-05-01"
"Adolfo Machado","HOU","2018","D","220008","236508","2018-09-15"
"Nick Rimando","RSL","2014","GK","225000","235833.33","2014-04-01"
"Nick Rimando","RSL","2014","GK","225000","235833.33","2014-09-15"
"Jeff Parke","DCU","2014","D","215000","235500","2014-09-15"
"Luke Moore","TOR","2015","F","215000","235500","2015-07-15"
"Kofi Sarkodie","HOU","2015","D","190000","235500","2015-07-15"
"Luke Moore","TOR","2015","F","215000","235500","2015-09-15"
"Kofi Sarkodie","HOU","2015","D","190000","235500","2015-09-15"
"Andrew Tarbell","SJE","2019","GK","200000.04","235000.04","2019-09-13"
"Dominic Oduro","MTL","2016","F","235000","235000","2016-09-15"
"Chris Wingert","RSL","2016","D","235000","235000","2016-09-15"
"Nick DeLeon","DCU","2016","M","235000","235000","2016-09-15"
"Walker Zimmerman","LAFC","2018","D","235000","235000","2018-05-01"
"Walker Zimmerman","LAFC","2018","D","235000","235000","2018-09-15"
"Dominic Oduro","MTL","2016","F","235000","235000","2016-05-15"
"Chris Wingert","RSL","2016","D","235000","235000","2016-05-15"
"Nick DeLeon","DCU","2016","M","235000","235000","2016-05-15"
"Harry Shipp","SEA","2019","M","235000","235000","2019-06-01"
"Andrew Tarbell","SJE","2019","GK","200000","235000","2019-06-01"
"Harry Shipp","SEA","2019","M","234999.96","234999.96","2019-09-13"
"Jordan Morris","SEA","2018","F","222000","234500","2018-05-01"
"Jordan Morris","SEA","2018","F","222000","234500","2018-09-15"
"Sean Franklin","DCU","2015","D","202500","234166.67","2015-07-15"
"Sean Franklin","DCU","2015","D","202500","234166.67","2015-09-15"
"Luis Silva","RSL","2018","F","225000","233666.67","2018-05-01"
"Luis Silva","RSL","2018","F","225000","233666.67","2018-09-15"
"Robbie Rogers","LAG","2017","M","225000","233500","2017-04-15"
"Robbie Rogers","LAG","2017","M","225000","233500","2017-09-15"
"John Goossens","CHI","2017","M","230000","233333.33","2017-04-15"
"John Goossens","CHI","2017","M","230000","233333.33","2017-09-15"
"Sunny","RSL","2016","M","220000","233000","2016-09-15"
"Steve Zakuani","SEA","2013","F","135000","233000","2013-08-01"
"Steve Zakuani","SEA","2013","F","135000","233000","2013-09-15"
"Teal Bunbury","NER","2014","F","135000","233000","2014-04-01"
"Teal Bunbury","NER","2014","F","135000","233000","2014-09-15"
"Dan Kennedy","FCD","2015","GK","233000","233000","2015-07-15"
"Dan Kennedy","FCD","2015","GK","233000","233000","2015-09-15"
"Sunny","RSL","2016","M","220000","233000","2016-05-15"
"Steve Zakuani","SEA","2013","F","135000","233000","2013-05-01"
"Francois Affolter","SJE","2018","D","200000.04","232650.04","2018-05-01"
"Francois Affolter","SJE","2018","D","200000.04","232650.04","2018-09-15"
"Darren Mattocks","VAN","2014","F","140000","232000","2014-04-01"
"Darren Mattocks","VAN","2014","F","140000","232000","2014-09-15"
"Darren Mattocks","POR","2016","F","215000","231666.67","2016-09-15"
"Darren Mattocks","POR","2016","F","215000","231666.67","2016-05-15"
"Jesse González","FCD","2019","GK","217500","231500","2019-06-01"
"Jesse González","FCD","2019","GK","217500","231500","2019-09-13"
"Jefferson Mena","NYC","2016","D","220000","231400","2016-09-15"
"Jefferson Mena","NYC","2016","D","220000","231400","2016-05-15"
"Matías Vera","HOU","2019","D","225000","231250","2019-06-01"
"Matías Vera","HOU","2019","D","225000","231250","2019-09-13"
"Lee Young-Pyo","VAN","2013","D","196900","231100","2013-08-01"
"Lee Young-Pyo","VAN","2013","D","196900","231100","2013-09-15"
"Lee Young-Pyo","VAN","2013","D","196900","231100","2013-05-01"
"Jeff Larentowicz","CHI","2013","D","225000","231000","2013-08-01"
"Jeff Larentowicz","CHI","2013","D","225000","231000","2013-09-15"
"Bobby Boswell","DCU","2014","D","231000","231000","2014-04-01"
"Jeff Larentowicz","CHI","2013","D","225000","231000","2013-05-01"
"Tony Beltran","RSL","2017","D","220000","230950","2017-04-15"
"Tony Beltran","RSL","2017","D","220000","230950","2017-09-15"
"Andy O'Brien","VAN","2013","D","200012.04","230012.04","2013-08-01"
"Andy O'Brien","VAN","2013","D","200012.04","230012.04","2013-09-15"
"Collen Warner","MIN","2017","M","230004","230004","2017-04-15"
"Collen Warner","MIN","2017","M","230004","230004","2017-09-15"
"Kelyn Rowe","NER","2017","M","165000","230000","2017-04-15"
"Kelyn Rowe","NER","2017","M","165000","230000","2017-09-15"
